name	country	lat	lon	population	timezone
Shubrā al Khaymah	EG	30.12511	31.25053	1240289	Africa/Cairo
Putuo	CN	31.251	121.3897	1239100	Asia/Shanghai
Port-au-Prince	HT	18.54349	-72.33881	1234742	America/Port-au-Prince
Suwon	KR	37.29111	127.00889	1234582	Asia/Seoul
Xinyang	CN	32.12278	114.06556	1230042	Asia/Shanghai
Liaocheng	CN	36.45064	116.00247	1229768	Asia/Shanghai
Jinzhong	CN	37.68403	112.75471	1226617	Asia/Shanghai
Meerut	IN	28.98002	77.70636	1223184	Asia/Kolkata
Virār	IN	19.45591	72.81136	1222390	Asia/Kolkata
Nowrangapur	IN	19.23114	82.54826	1220946	Asia/Kolkata
Karbala	IQ	32.61603	44.02488	1218732	Asia/Baghdad
Changzhi	CN	36.18389	113.10528	1214940	Asia/Shanghai
Tianshui	CN	34.57952	105.74238	1212791	Asia/Shanghai
Sadr City	IQ	33.3889	44.4583	1211849	Asia/Baghdad
Yangpu	CN	31.26193	121.51904	1210800	Asia/Shanghai
Mombasa	KE	-4.05466	39.66359	1208333	Africa/Nairobi
Mandalay	MM	21.97473	96.08359	1208099	Asia/Yangon
Srinagar	IN	34.08565	74.80555	1206419	Asia/Kolkata
Barranquilla	CO	10.96854	-74.78132	1206319	America/Bogota
Chelyabinsk	RU	55.1611	61.42877	1202371	Asia/Yekaterinburg
Mérida	MX	20.967	-89.62318	1201000	America/Merida
Hiroshima	JP	34.4	132.45	1200754	Asia/Tokyo
Santiago de los Caballeros	DO	19.45036	-70.69085	1200000	America/Santo_Domingo
Shymkent	KZ	42.30988	69.60042	1200000	Asia/Almaty
Weinan	CN	34.50355	109.50891	1199290	Asia/Shanghai
Ghāziābād	IN	28.66535	77.43915	1199191	Asia/Kolkata
Matola	MZ	-25.96222	32.45889	1198988	Africa/Maputo
Dhanbad	IN	23.79759	86.42992	1196214	Asia/Kolkata
Hong Kong Island	HK	22.26302	114.18419	1195529	Asia/Hong_Kong
Fes	MA	34.03313	-5.00028	1191905	Africa/Casablanca
Gustavo Adolfo Madero	MX	19.49392	-99.11075	1185772	America/Mexico_City
Nouakchott	MR	18.08581	-15.9785	1184530	Africa/Nouakchott
Kisangani	CD	0.51528	25.19099	1181788	Africa/Lubumbashi
Jiaxing	CN	30.7522	120.75	1180000	Asia/Shanghai
Aurangabad	IN	19.87757	75.34226	1175116	Asia/Kolkata
Zhongwei	CN	37.51129	105.19067	1174600	Asia/Shanghai
Omsk	RU	54.99244	73.36859	1172070	Asia/Omsk
Guarulhos	BR	-23.46278	-46.53333	1169577	America/Sao_Paulo
Panjin	CN	41.121	122.0739	1166481	Asia/Shanghai
Bandar Lampung	ID	-5.42917	105.26111	1166066	Asia/Jakarta
Prague	CZ	50.08804	14.42076	1165581	Europe/Prague
Varanasi	IN	25.31668	83.01041	1164404	Asia/Kolkata
Batam	ID	1.14937	104.02491	1164352	Asia/Jakarta
Jiujiang	CN	29.70475	116.00206	1164268	Asia/Shanghai
Samara	RU	53.20767	50.13553	1163399	Europe/Samara
Aba	NG	5.10658	7.36667	1160000	Africa/Lagos
Amritsar	IN	31.62234	74.87534	1159227	Asia/Kolkata
Birmingham	GB	52.48142	-1.89983	1157603	Europe/London
Copenhagen	DK	55.67594	12.56553	1153615	Europe/Copenhagen
Sofia	BG	42.69751	23.32415	1152556	Europe/Sofia
Anyang	CN	36.096	114.38278	1146839	Asia/Shanghai
Yerevan	AM	40.17765	44.5126	1144700	Asia/Yerevan
Luohu District	CN	22.54721	114.13149	1143801	Asia/Shanghai
Vijayawada	IN	16.50745	80.6466	1143232	Asia/Kolkata
Fengxiang	CN	30.85841	121.46779	1140872	Asia/Shanghai
Bijie	CN	27.30193	105.28627	1137383	Asia/Shanghai
Monterrey	MX	25.68435	-100.31721	1135512	America/Monterrey
Kigali	RW	-1.94995	30.05885	1132686	Africa/Kigali
Rostov-on-Don	RU	47.21997	39.70769	1130305	Europe/Moscow
Zhuzhou	CN	27.83333	113.15	1129687	Asia/Shanghai
Bogor	ID	-6.59444	106.78917	1127408	Asia/Jakarta
Malingao	PH	7.16083	124.475	1121974	Asia/Manila
Touba	SN	14.86229	-15.87532	1120824	Africa/Dakar
Ufa	RU	54.74306	55.96779	1120547	Asia/Yekaterinburg
Ranchi	IN	23.34316	85.3094	1120374	Asia/Kolkata
Shangrao	CN	28.45179	117.94287	1116486	Asia/Shanghai
Lilongwe	MW	-13.96692	33.78725	1115815	Africa/Blantyre
Huaibei	CN	33.97444	116.79167	1113321	Asia/Shanghai
Maiduguri	NG	11.84692	13.15712	1110000	Africa/Lagos
Xuhui	CN	31.19594	121.44709	1109800	Asia/Shanghai
Meishan	CN	30.04392	103.83696	1107742	Asia/Shanghai
Mwanza	TZ	-2.51667	32.9	1104521	Africa/Dar_es_Salaam
Ulsan	KR	35.53722	129.31667	1098421	Asia/Seoul
Sendai	JP	38.26667	140.86667	1096704	Asia/Tokyo
Krasnoyarsk	RU	56.03742	92.93136	1090811	Asia/Krasnoyarsk
Fuzhou	CN	27.95999	116.33333	1089888	Asia/Shanghai
Guigang	CN	23.11603	109.59472	1086327	Asia/Shanghai
Pekanbaru	ID	0.51667	101.44167	1085000	Asia/Jakarta
Oslo	NO	59.91273	10.74609	1082575	Europe/Oslo
Jabalpur	IN	23.16697	79.95006	1081677	Asia/Kolkata
Ilorin	NG	8.49664	4.54214	1080000	Africa/Lagos
Aden	YE	12.77957	45.03852	1079670	Asia/Aden
Ciudad Nezahualcoyotl	MX	19.40061	-99.01483	1077208	America/Mexico_City
Hengyang	CN	26.88946	112.61888	1075516	Asia/Shanghai
Prayagraj	IN	25.44478	81.84322	1073438	Asia/Kolkata
Visakhapatnam	IN	17.68009	83.20161	1063178	Asia/Kolkata
Goyang-si	KR	37.65639	126.835	1061752	Asia/Seoul
Yulin	CN	22.6305	110.14686	1056743	Asia/Shanghai
Jodhpur	IN	26.26841	73.00594	1056191	Asia/Kolkata
Gwalior	IN	26.22983	78.17337	1054420	Asia/Kolkata
Jingzhou	CN	30.35028	112.19028	1052282	Asia/Shanghai
Gqeberha	ZA	-33.96109	25.61494	1050078	Africa/Johannesburg
Tbilisi	GE	41.69143	44.83412	1049498	Asia/Tbilisi
Voronezh	RU	51.66833	39.19204	1047549	Europe/Moscow
Xinxiang	CN	35.19033	113.80151	1047088	Asia/Shanghai
Yichun	CN	27.83333	114.4	1045952	Asia/Shanghai
Sokoto	NG	13.06269	5.24322	1040000	Africa/Lagos
Jos	NG	9.92849	8.89212	1040000	Africa/Lagos
Tangier	MA	35.76727	-5.79975	1035141	Africa/Casablanca
Teni	IN	10.01115	77.47772	1034724	Asia/Kolkata
Xianyang	CN	34.33778	108.70261	1034081	Asia/Shanghai
Mexicali	MX	32.62781	-115.45446	1032686	America/Tijuana
Pointe-Noire	CG	-4.77609	11.86352	1032000	Africa/Brazzaville
Maceió	BR	-9.66583	-35.73528	1031597	America/Maceio
Campinas	BR	-22.90556	-47.06083	1031554	America/Sao_Paulo
Sanya	CN	18.25435	109.50947	1031396	Asia/Shanghai
Rangpur	BD	25.74664	89.25166	1031388	Asia/Dhaka
Kirkuk	IQ	35.46806	44.39222	1031000	Asia/Baghdad
Ashgabat	TM	37.95	58.38333	1030063	Asia/Ashgabat
Comilla	BD	23.46186	91.18503	1030000	Asia/Dhaka
Shaoguan	CN	24.8	113.58333	1028460	Asia/Shanghai
Howrah	IN	22.57688	88.31857	1027672	Asia/Kolkata
Raipur	IN	21.23333	81.63333	1027264	Asia/Kolkata
Changwon	KR	35.22806	128.68111	1025702	Asia/Seoul
Longyan	CN	25.07485	117.01775	1025087	Asia/Shanghai
Köln	DE	50.93333	6.95	1024621	Europe/Berlin
Dublin	IE	53.33306	-6.24889	1024027	Europe/Dublin
Tiruchirappalli	IN	10.8155	78.69651	1022518	Asia/Kolkata
Yongzhou	CN	26.42389	111.61306	1020715	Asia/Shanghai
Brussels	BE	50.85045	4.34878	1019022	Europe/Brussels
Zamboanga	PH	6.91028	122.07389	1018849	Asia/Manila
Ottawa	CA	45.41117	-75.69812	1017449	America/Toronto
Huzhou	CN	30.8703	120.0933	1015937	Asia/Shanghai
Volgograd	RU	48.71378	44.4976	1013533	Europe/Volgograd
Khartoum North	SD	15.64925	32.53458	1012211	Africa/Khartoum
Edmonton	CA	53.55014	-113.46871	1010899	America/Edmonton
Odesa	UA	46.48572	30.74383	1010537	Europe/Kyiv
Wuwei	CN	37.92672	102.63202	1010295	Asia/Shanghai
Jacksonville	US	30.33218	-81.65565	1009833	America/New_York
Arequipa	PE	-16.39899	-71.53747	1008290	America/Lima
Fort Worth	US	32.72541	-97.32085	1008106	America/Chicago
Hanzhong	CN	33.07507	107.02214	1006557	Asia/Shanghai
Hezhou	CN	24.40357	111.56675	1005490	Asia/Shanghai
Pest	HU	47.5	19.08333	1001748	Europe/Budapest
Kota	IN	25.18254	75.83907	1001694	Asia/Kolkata
Zhu Cheng City	CN	35.99502	119.40259	1000000	Asia/Shanghai
Shivaji Nagar	IN	18.53017	73.85263	1000000	Asia/Kolkata
Dongying	CN	37.46271	118.49165	998968	Asia/Shanghai
Luzhou	CN	28.8903	105.42575	998900	Asia/Shanghai
San Jose	US	37.33939	-121.89496	997368	America/Los_Angeles
Sholapur	IN	17.67152	75.91044	997281	Asia/Kolkata
Marrakesh	MA	31.63416	-7.99994	995871	Africa/Casablanca
Guatemala City	GT	14.64072	-90.51327	994938	America/Guatemala
Meizhou	CN	24.28859	116.11768	992351	Asia/Shanghai
Yueyang	CN	29.37455	113.09481	991465	Asia/Shanghai
Laiwu	CN	36.19278	117.65694	989535	Asia/Shanghai
Benxi	CN	41.28861	123.765	987717	Asia/Shanghai
Perm	RU	58.01046	56.25017	982419	Asia/Yekaterinburg
Zaria	NG	11.11128	7.7227	980000	Africa/Lagos
Kennedy	CO	4.6165	-74.14597	979914	America/Bogota
Chiba	JP	35.6	140.11667	979768	Asia/Tokyo
Pingdingshan	CN	33.73091	113.31554	979130	Asia/Shanghai
Ciudad Guayana	VE	8.35122	-62.64102	978202	America/Caracas
Sargodha	PK	32.08586	72.67418	975886	Asia/Karachi
Austin	US	30.26715	-97.74306	974447	America/Chicago
Managua	NI	12.13282	-86.2504	973087	America/Managua
Bengbu	CN	32.94083	117.36083	972784	Asia/Shanghai
Salé	MA	34.0531	-6.79846	972299	Africa/Casablanca
Jerusalem	IL	31.76904	35.21633	971800	Asia/Jerusalem
Chandigarh	IN	30.73629	76.7884	970602	Asia/Kolkata
Dnipro	UA	48.46664	35.04066	968502	Europe/Kyiv
Cebu City	PH	10.31672	123.89071	965332	Asia/Manila
Sanhe	CN	39.98049	117.06887	965075	Asia/Shanghai
Tiruppur	IN	11.11541	77.35456	963173	Asia/Kolkata
Guwahati	IN	26.1844	91.7458	962334	Asia/Kolkata
Xiangtan	CN	27.85	112.9	959303	Asia/Shanghai
Linfen	CN	36.08889	111.51889	959198	Asia/Shanghai
Victoria	HK	22.2875	114.14417	956800	Asia/Hong_Kong
Zhenjiang	CN	32.21086	119.45508	950516	Asia/Shanghai
Enugu	NG	6.44132	7.49883	950000	Africa/Lagos
Rosario	AR	-32.94682	-60.63932	948312	America/Argentina/Cordoba
Sulţānah	SA	24.49258	39.58572	946697	Asia/Riyadh
Huludao	CN	40.75243	120.83552	944495	Asia/Shanghai
Hubballi	IN	15.34776	75.13378	943788	Asia/Kolkata
Kitakyushu	JP	33.85181	130.85034	940978	Asia/Tokyo
Taiz	YE	13.57952	44.02091	940600	Asia/Aden
Setagaya	JP	35.64188	139.64715	940071	Asia/Tokyo
Kingston	JM	17.99702	-76.79358	937700	America/Jamaica
Jing’an	CN	31.22	121.41583	936500	Asia/Shanghai
Baoshan	CN	25.11626	99.16366	935618	Asia/Shanghai
Rui’an	CN	27.77605	120.65859	927383	Asia/Shanghai
Chihuahua	MX	28.63528	-106.08889	925762	America/Chihuahua
Nay Pyi Taw	MM	19.745	96.12972	925000	Asia/Yangon
Eskişehir	TR	39.77667	30.52056	921630	Europe/Istanbul
Mysuru	IN	12.29791	76.63925	920550	Asia/Kolkata
Trujillo	PE	-8.11599	-79.02998	919899	America/Lima
Salem	IN	11.65376	78.15538	917414	Asia/Kolkata
São Luís	BR	-2.52972	-44.30278	917237	America/Fortaleza
Seongnam-si	KR	37.43861	127.13778	914832	Asia/Seoul
Cartagena	CO	10.39817	-75.49328	914552	America/Bogota
Antipolo	PH	14.62578	121.12251	913712	Asia/Manila
Columbus	US	39.96118	-82.99879	913175	America/New_York
Sialkot	PK	32.49268	74.53134	911817	Asia/Karachi
Charlotte	US	35.22709	-80.84313	911311	America/New_York
Laibin	CN	23.74743	109.22222	910282	Asia/Shanghai
Warri	NG	5.51737	5.75006	910000	Africa/Lagos
Naples	IT	40.85216	14.26811	909048	Europe/Rome
Padang	ID	-0.94924	100.35427	909040	Asia/Jakarta
Xiaogan	CN	30.92689	113.92221	908266	Asia/Shanghai
Campo Grande	BR	-20.44278	-54.64639	906092	America/Campo_Grande
Ziyang	CN	30.12108	104.64811	905729	Asia/Shanghai
Bobo-Dioulasso	BF	11.18064	-4.29489	904920	Africa/Ouagadougou
Bahawalpur	PK	29.39779	71.6752	903795	Asia/Karachi
Quzhou	CN	28.95944	118.86861	902767	Asia/Shanghai
Blantyre	MW	-15.78499	35.00854	902588	Africa/Blantyre
Donetsk	UA	48.023	37.80224	901645	Europe/Kyiv
Abū Ghurayb	IQ	33.30563	44.18477	900000	Asia/Baghdad
Qom	IR	34.6401	50.8764	900000	Asia/Tehran
Bishkek	KG	42.87	74.59	900000	Asia/Bishkek
Zaozhuang	CN	34.86472	117.55417	899753	Asia/Shanghai
Krasnodar	RU	45.04534	38.98178	899541	Europe/Moscow
Natal	BR	-5.795	-35.20944	896708	America/Fortaleza
Pingxiang	CN	27.61672	113.85353	893550	Asia/Shanghai
Cancún	MX	21.17429	-86.84656	888797	America/Cancun
Indianapolis	US	39.76838	-86.15804	887642	America/Indiana/Indianapolis
Gurugram	IN	28.4601	77.02635	886519	Asia/Kolkata
Bhubaneswar	IN	20.27241	85.83385	885363	Asia/Kolkata
Zhoushan	CN	29.98869	122.20488	882932	Asia/Shanghai
Qiqihar	CN	47.33922	123.96154	882364	Asia/Shanghai
Mulenvos	AO	-8.86695	13.3344	882014	Africa/Luanda
Sulaymaniyah	IQ	35.56496	45.4329	878146	Asia/Baghdad
Marseille	FR	43.29695	5.38107	877215	Europe/Paris
Puning	CN	23.31072	116.16869	874954	Asia/Shanghai
Pikine	SN	14.76457	-17.39071	874062	Africa/Dakar
Bhiwandi	IN	19.30023	73.05881	874032	Asia/Kolkata
Soshanguve	ZA	-25.47288	28.09919	872309	Africa/Johannesburg
Teresina	BR	-5.08917	-42.80194	871126	America/Fortaleza
Ankang	CN	32.68	109.01722	870126	Asia/Shanghai
Jalandhar	IN	31.32556	75.57917	868929	Asia/Kolkata
Rotterdam	NL	51.9225	4.47917	868135	Europe/Amsterdam
Langfang	CN	39.52079	116.71471	868066	Asia/Shanghai
Viana	AO	-8.90553	13.37499	865863	Africa/Luanda
Jiaozuo	CN	35.23925	113.23914	865413	Asia/Shanghai
Rohini	IN	28.74322	77.06778	860000	Asia/Kolkata
Wanxian	CN	30.81601	108.37407	859662	Asia/Shanghai
Guang’an	CN	30.47413	106.63696	858159	Asia/Shanghai
Johor Bahru	MY	1.4655	103.7578	858118	Asia/Kuala_Lumpur
Pasig City	PH	14.58691	121.0614	853050	Asia/Manila
Cheongju-si	KR	36.63722	127.48972	852147	Asia/Seoul
Kanayannur	IN	9.96667	76.26667	851406	Asia/Kolkata
Tegucigalpa	HN	14.0818	-87.20681	850848	America/Tegucigalpa
Bucheon-si	KR	37.49889	126.78306	850731	Asia/Seoul
Thanh Hóa	VN	19.8	105.76667	850000	Asia/Bangkok
Turin	IT	45.07049	7.68682	847287	Europe/Rome
Malang	ID	-7.9797	112.6304	847182	Asia/Jakarta
Al Ain City	AE	24.19167	55.76056	846747	Asia/Dubai
Libreville	GA	0.39241	9.45356	846090	Africa/Libreville
Saratov	RU	51.54048	45.9901	844858	Europe/Saratov
Ulan Bator	MN	47.90771	106.88324	844818	Asia/Ulaanbaatar
Weihai	CN	37.50914	122.11356	844310	Asia/Shanghai
Takeo	KH	10.99081	104.78498	843931	Asia/Phnom_Penh
Cochabamba	BO	-17.38195	-66.15995	841276	America/La_Paz
Ahvaz	IR	31.31901	48.6842	841145	Asia/Tehran
Vientiane	LA	17.96667	102.6	840940	Asia/Vientiane
Zhabei	CN	31.25861	121.45972	840000	Asia/Shanghai
Xinyu	CN	27.80429	114.93335	839488	Asia/Shanghai
Pietermaritzburg	ZA	-29.61679	30.39278	839327	Africa/Johannesburg
Yibin	CN	28.7593	104.63994	836340	Asia/Shanghai
Naucalpan de Juárez	MX	19.47851	-99.23963	834434	America/Mexico_City
Kampung Baru Subang	MY	3.15	101.53333	833571	Asia/Kuala_Lumpur
Bouaké	CI	7.69385	-5.03031	832371	Africa/Abidjan
Samarinda	ID	-0.49167	117.14583	831460	Asia/Makassar
Taicang	CN	31.44778	121.09389	831113	Asia/Shanghai
San Francisco	US	37.77493	-122.41942	827526	America/Los_Angeles
Sakai	JP	34.58216	135.46653	826161	Asia/Tokyo
Valencia	ES	39.47391	-0.37966	824340	Europe/Madrid
Nova Iguaçu	BR	-22.75917	-43.45111	823302	America/Sao_Paulo
Jinshan	CN	30.83556	121.29373	822776	Asia/Shanghai
Chenzhou	CN	25.8	113.03333	822534	Asia/Shanghai
Duque de Caxias	BR	-22.78556	-43.31167	818329	America/Sao_Paulo
João Pessoa	BR	-7.115	-34.86306	817511	America/Fortaleza
Bukavu	CD	-2.49077	28.84281	816811	Africa/Lubumbashi
Barcelona	VE	10.1384	-64.68769	815141	America/Caracas
Bangui	CF	4.36122	18.55496	812407	Africa/Bangui
Hermosillo	MX	29.08874	-110.96677	812229	America/Hermosillo
Bhayandar	IN	19.30157	72.85107	809378	Asia/Kolkata
Culiacán	MX	24.80209	-107.39421	808416	America/Mazatlan
Petaling Jaya	MY	3.10726	101.60671	807879	Asia/Kuala_Lumpur
Anqing	CN	30.51365	117.04723	804493	Asia/Shanghai
Kraków	PL	50.06143	19.93658	804237	Europe/Warsaw
Oran	DZ	35.69906	-0.63588	803329	Africa/Algiers
Freetown	SL	8.48714	-13.2356	802639	Africa/Freetown
San Pedro Sula	HN	15.50585	-88.02588	801259	America/Tegucigalpa
Narela	IN	28.85267	77.09288	800000	Asia/Kolkata
Xingtai	CN	37.06217	114.49272	798770	Asia/Shanghai
Niigata	JP	37.92259	139.04125	797591	Asia/Tokyo
Muscat	OM	23.58413	58.40778	797000	Asia/Muscat
Zarqa	JO	32.07275	36.08796	792665	Asia/Amman
Çankaya	TR	39.9179	32.86268	792189	Europe/Istanbul
Hamamatsu	JP	34.7	137.73333	791707	Asia/Tokyo
Kolwezi	CD	-10.71484	25.46674	790248	Africa/Lubumbashi
Vinh	VN	18.67337	105.69232	790000	Asia/Bangkok
Thiruvananthapuram	IN	8.4855	76.94924	788271	Asia/Kolkata
Zhaotong	CN	27.31667	103.71667	787845	Asia/Shanghai
Panzhihua	CN	26.58509	101.71276	787177	Asia/Shanghai
Chuzhou	CN	32.32194	118.29778	782671	Asia/Shanghai
Seattle	US	47.60621	-122.33207	780995	America/Los_Angeles
Port Said	EG	31.26531	32.3019	780515	Africa/Cairo
Cúcuta	CO	7.90745	-72.5049	777106	America/Bogota
Homs	SY	34.72405	36.72559	775404	Asia/Damascus
Xuancheng	CN	30.9525	118.75528	774332	Asia/Shanghai
Ibb	YE	13.96667	44.18333	771514	Asia/Aden
Nampula	MZ	-15.11646	39.2666	770379	Africa/Maputo
Shangyu	CN	30.01556	120.87111	770000	Asia/Shanghai
Bujumbura	BI	-3.38193	29.36142	769317	Africa/Bujumbura
Tyumen	RU	57.15222	65.52722	768358	Asia/Yekaterinburg
Erzurum	TR	39.90861	41.27694	767848	Europe/Istanbul
Anshun	CN	26.25	105.93333	765313	Asia/Shanghai
Dodoma	TZ	-6.17221	35.73947	765179	Africa/Dar_es_Salaam
Rajshahi	BD	24.374	88.60114	763580	Asia/Dhaka
Dera Ismail Khan	PK	31.83129	70.9017	763195	Asia/Karachi
Wuzhou	CN	23.48054	111.28848	761948	Asia/Shanghai
Ipoh	MY	4.5841	101.0829	759952	Asia/Kuala_Lumpur
Qinhuangdao	CN	39.94104	119.58936	759718	Asia/Shanghai
Benghazi	LY	32.11486	20.06859	757490	Africa/Tripoli
Alīgarh	IN	27.88145	78.07464	753207	Asia/Kolkata
Shaoyang	CN	27.23818	111.46214	753194	Asia/Shanghai
Malatya	TR	38.35018	38.31667	750491	Europe/Istanbul
Winnipeg	CA	49.8844	-97.14704	749607	America/Winnipeg
Bağcılar	TR	41.03903	28.85671	749024	Europe/Istanbul
Ōta	JP	35.56126	139.71605	748081	Asia/Tokyo
Andijon	UZ	40.78338	72.35067	747800	Asia/Tashkent
Bareilly	IN	28.36678	79.43167	745435	Asia/Kolkata
Buraydah	SA	26.32599	43.97497	745353	Asia/Riyadh
São Bernardo do Campo	BR	-23.69389	-46.565	743372	America/Sao_Paulo
Hegang	CN	47.34727	130.29033	743307	Asia/Shanghai
Morelia	MX	19.70078	-101.18443	743275	America/Mexico_City
Riga	LV	56.946	24.10589	742572	Europe/Riga
Tasikmalaya	ID	-7.3274	108.2207	741760	Asia/Jakarta
Amsterdam	NL	52.37403	4.88969	741636	Europe/Amsterdam
Cagayan de Oro	PH	8.48222	124.64722	741617	Asia/Manila
Ma’anshan	CN	31.68579	118.51008	741531	Asia/Shanghai
Shah Alam	MY	3.08507	101.53281	740750	Asia/Kuala_Lumpur
Shizuishan	CN	38.98082	106.3892	739400	Asia/Shanghai
Kumamoto	JP	32.80589	130.69181	738907	Asia/Tokyo
Oyo	NG	7.85367	3.93235	736072	Africa/Lagos
Torreón	MX	25.54389	-103.41898	735340	America/Monterrey
Deyang	CN	31.13019	104.38198	735070	Asia/Shanghai
Abeokuta	NG	7.15571	3.34509	735000	Africa/Lagos
Al Ḩudaydah	YE	14.79781	42.95452	734699	Asia/Aden
Yangquan	CN	37.8575	113.56333	731228	Asia/Shanghai
Akure	NG	7.25256	5.19312	730000	Africa/Lagos
São José dos Campos	BR	-23.17944	-45.88694	729737	America/Sao_Paulo
Denver	US	39.73915	-104.9847	729019	America/Denver
Osasco	BR	-23.5325	-46.79167	728615	America/Sao_Paulo
Kikolo	AO	-8.7815	13.33384	728205	Africa/Luanda
Maianga	AO	-8.84693	13.23698	727681	Africa/Luanda
Álvaro Obregón	MX	19.35867	-99.20329	726664	America/Mexico_City
Aihara	JP	35.6	139.31667	725493	Asia/Tokyo
Evaton	ZA	-26.53333	27.85	725468	Africa/Johannesburg
Denpasar	ID	-8.65	115.21667	725314	Asia/Makassar
Valenzuela	PH	14.7	120.9667	725173	Asia/Manila
Muzaffarābād	PK	34.37002	73.47082	725000	Asia/Karachi
Okayama	JP	34.65	133.93333	724691	Asia/Tokyo
San Luis Potosí	MX	22.15234	-100.97135	722772	America/Monterrey
Aguascalientes	MX	21.88262	-102.2843	722250	America/Mexico_City
General Santos	PH	6.11278	125.17167	722059	Asia/Manila
Zhumadian	CN	32.97944	114.02944	721670	Asia/Shanghai
Morādābād	IN	28.83893	78.77684	721139	Asia/Kolkata
Sagamihara	JP	35.56707	139.24167	720780	Asia/Tokyo
Mississauga	CA	43.5789	-79.6583	717961	America/Toronto
Lviv	UA	49.83826	24.02324	717273	Europe/Kyiv
Namangan	UZ	40.9983	71.67257	713220	Asia/Tashkent
Ribeirão Preto	BR	-21.1775	-47.81028	711825	America/Sao_Paulo
Zaporizhzhya	UA	47.85167	35.11714	710052	Europe/Kyiv
Zanzibar	TZ	-6.16394	39.19793	709809	Africa/Dar_es_Salaam
Saltillo	MX	25.42595	-100.97963	709671	America/Monterrey
Latakia	SY	35.53125	35.79088	709000	Asia/Damascus
Subang Jaya	MY	3.04384	101.58062	708296	Asia/Kuala_Lumpur
Warangal	IN	18.0	79.58333	704570	Asia/Kolkata
Paranaque City	PH	14.48156	121.01749	703245	Asia/Manila
Tolyatti	RU	53.5303	49.3461	702879	Europe/Samara
Jaboatão	BR	-8.18028	-35.00139	702621	America/Recife
Santo Domingo Oeste	DO	18.5	-70.0	701269	America/Santo_Domingo
Santo Domingo Este	DO	18.48511	-69.84757	700000	America/Santo_Domingo
Dhārāvi	IN	19.05	72.86667	700000	Asia/Kolkata
Battagram	PK	34.67719	73.02329	700000	Asia/Karachi
Suez	EG	29.97371	32.52627	699541	Africa/Cairo
Changzhi	CN	35.20889	111.73861	699514	Asia/Shanghai
Agadir	MA	30.42018	-9.59815	698310	Africa/Casablanca
Edogawe	JP	35.69225	139.87308	697932	Asia/Tokyo
Sarajevo	BA	43.84864	18.35644	696731	Europe/Sarajevo
Balikpapan	ID	-1.26753	116.82887	695287	Asia/Makassar
Adachi	JP	35.76318	139.80761	695043	Asia/Tokyo
Changning	CN	31.21739	121.42105	694900	Asia/Shanghai
Bauchi	NG	10.31032	9.84388	693700	Africa/Lagos
Shizuoka	JP	34.98333	138.38333	693389	Asia/Tokyo
Tunis	TN	36.81897	10.16579	693210	Africa/Tunis
Zhangjiakou	CN	40.78341	114.87139	692602	Asia/Shanghai
Serang	ID	-6.11528	106.15417	692101	Asia/Jakarta
Washington	US	38.89511	-77.03637	689545	America/New_York
Nashville	US	36.16589	-86.78444	689447	America/Chicago
Fuxin	CN	42.01556	121.65889	689050	Asia/Shanghai
Ta’if	SA	21.27028	40.41583	688693	Asia/Riyadh
Changsha	CN	22.38124	112.68492	688242	Asia/Shanghai
Huangshi	CN	30.24706	115.04814	688090	Asia/Shanghai
Liaoyang	CN	41.27194	123.17306	687890	Asia/Shanghai
Hlaingthaya	MM	16.85	96.06667	687867	Asia/Yangon
Beira	MZ	-19.84361	34.83889	687764	Africa/Maputo
Hongkou	CN	31.25	121.48917	687500	Asia/Shanghai
Sorocaba	BR	-23.50167	-47.45806	687357	America/Sao_Paulo
Zaragoza	ES	41.65606	-0.87734	686986	Europe/Madrid
Sevilla	ES	37.38283	-5.97317	686741	Europe/Madrid
Baise	CN	23.89013	106.62684	686078	Asia/Shanghai
Situbondo	ID	-7.70623	114.00976	685967	Asia/Jakarta
Binzhou	CN	37.36667	118.01667	682717	Asia/Shanghai
Oklahoma City	US	35.46756	-97.51643	681054	America/Chicago
Yuncheng	CN	35.02306	110.99278	680036	Asia/Shanghai
Dezhou	CN	37.44661	116.36706	679535	Asia/Shanghai
Dushanbe	TJ	38.53575	68.77905	679400	Asia/Dushanbe
Cotonou	BJ	6.36536	2.41833	679012	Africa/Porto-Novo
El Paso	US	31.75872	-106.48693	678815	America/Denver
Gorakhpur	IN	26.76628	83.36889	674246	Asia/Kolkata
Guadalupe	MX	25.67678	-100.25646	673616	America/Monterrey
Wrocław	PL	51.10286	17.03006	672545	Europe/Warsaw
Guntur	IN	16.29974	80.45729	670073	Asia/Kolkata
Katsina	NG	12.99082	7.60177	670000	Africa/Lagos
Sanmenxia	CN	34.78081	111.19287	669307	Asia/Shanghai
E’zhou	CN	30.39607	114.88655	668727	Asia/Shanghai
Madīnat an Naşr	EG	30.06667	31.3	668413	Africa/Cairo
Camama	AO	-8.93611	13.26518	667094	Africa/Luanda
Tabuk	SA	28.3998	36.57151	667000	Asia/Riyadh
Kitwe	ZM	-12.80243	28.21323	665961	Africa/Lusaka
Bulawayo	ZW	-20.15	28.58333	665952	Africa/Harare
Mudanjiang	CN	44.54804	129.62594	665915	Asia/Shanghai
Aracaju	BR	-10.91111	-37.07167	664908	America/Maceio
Athens	GR	37.98376	23.72784	664046	Europe/Athens
Zagreb	HR	45.81444	15.97798	663592	Europe/Zagreb
